,Date,Tweets
742,2022-03-18,"RT @Essiejosie: I have to say I really like this livery ðŸ˜ 

#UnitedAirlines N656UA 763 dep rwy 28L #DublinAirport ðŸ˜€âœˆï¸ https://t.co/uN99BJaFâ€¦"
743,2022-03-18,"Now this is a throwback #tbt ðŸ˜„â¤ï¸

#unitedairlines #boeing767 #beingunited #airplane #aviation #avgeek #planespotting #b767 #msfs2020 #xplane11 #fsx #p3d #vatsim #flightsim #travel #pilot #instaplane https://t.co/HUAuFrfOFA"
744,2022-03-18,"I have to say I really like this livery ðŸ˜ 

#UnitedAirlines N656UA 763 dep rwy 28L #DublinAirport ðŸ˜€âœˆï¸ https://t.co/uN99BJaFIg"
745,2022-03-18,"RT @AldoGarciaMu: We can fly âœˆï¸ to Ireland with
#UnitedAirlines
From Chicago (ORD),
Washington DC (DCA) and
Newark (EWR) nonstop
service toâ€¦"
746,2022-03-18,RT @airwaysmagazine: How does an industry whose core business is flying people and goods across transnational borders help when crises ensuâ€¦
747,2022-03-18,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
748,2022-03-18,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
749,2022-03-18,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
750,2022-03-18,RT @rhiannonleyte: Want to travel the world AND start a new exciting career? You can do both! United Airlines is #hiring! Join us at our DEâ€¦
751,2022-03-18,@cale_ralston @sunandsandrule @Frankie0331 @freetoflycanada @WestJet @AirCanada @JustinTrudeau I understand we're trapped for now. But it's time for us to make our voices heard. United said they're re-hiring their non-vaxxed workers. That's a start. I'll fly with #UnitedAirlines before I flew with #aircanada. Let's do masking as a next step. @unitedairlines - be a leader!
752,2022-03-18,RT @sandy_bmcl: @united Refer to call with support 10:42 pm MST on 17 March for cancelled flights from Mumbai- Newark. They tell me shouldâ€¦
753,2022-03-18,RT @kh_hagan: #UnitedAirlines  The worst service I've ever received!  on hold for over an hour ~ just wanted to change my flight from 4p toâ€¦
754,2022-03-18,@united Refer to call with support 10:42 pm MST on 17 March for cancelled flights from Mumbai- Newark. They tell me should they buy an aircraft for me? No courtesy for passengers and no effort to rebook on partner flights.#UnitedAirlines #poorcustomerservice
755,2022-03-17,#UnitedAirlines  The worst service I've ever received!  on hold for over an hour ~ just wanted to change my flight from 4p to 5am so I could fly with my daughter!
756,2022-03-17,My experience with @united today warranted my first tweet ever. My luggage was brand newâ€¦now itâ€™s all scratched up with dents and dings and even a wheel missing. How is this even possible? I would appreciate a response ðŸ˜¡ #united #unitedairlines #fail #FirstTweet https://t.co/vOeumDu9Cc
757,2022-03-17,I love meeting @united employees at the gate and sharing stories about my dad. I love when they want to set up a mini photoshoot to honor him too â¤ï¸ Iâ€™m proud to call this company family and thankful for the wonderful memories they gave my dad âœˆï¸ #unitedairlines #traveler #family https://t.co/3TqKZnGjvq
758,2022-03-17,"UNITED AIRLINES HOLDINGS INC: We entered a 2022-03-18 put, $41.50 strike, at 9:30 AM with a limit buy. We fully exited 6 hours later by limit sale for a 82% profit.  #ual #aal #dal #ha #ba #unitedairlinesholdingsinc #unitedairlines #airline #travel #vacati https://t.co/bpmug874Yi"
759,2022-03-17,Want to travel the world AND start a new exciting career? You can do both! United Airlines is #hiring! Join us at our DEN Career Fair to chat with some of our amazing employees about the different opportunities currently available! #unitedairlines #amazingbenefits #travel #career https://t.co/jO2Koyt2AG
760,2022-03-17,"RT @AldoGarciaMu: We can fly âœˆï¸ to Ireland with
#UnitedAirlines
From Chicago (ORD),
Washington DC (DCA) and
Newark (EWR) nonstop
service toâ€¦"
761,2022-03-17,"RT @MarcelaLealUA: Happy St. Patrickâ€™s Day ! ðŸ€ðŸŽ‰
Remember people ðŸ“£ðŸ“£ you can fly ðŸ›«to Ireland ðŸ‡®ðŸ‡ª with #UnitedAirlines
From Chicago (ORD), Washâ€¦"
762,2022-03-17,"We can fly âœˆï¸ to Ireland with
#UnitedAirlines
From Chicago (ORD),
Washington DC (DCA) and
Newark (EWR) nonstop
service to #Dublin (DUB)
This is how we celebrate St. Patrick's Day in San Luis PotosÃ­ #SLPTEAM @brendaybarra @LindaOr69547498 @Carmen08109410 https://t.co/o90HGS7b70"
763,2022-03-17,"Happy St. Patrickâ€™s Day ! ðŸ€ðŸŽ‰
Remember people ðŸ“£ðŸ“£ you can fly ðŸ›«to Ireland ðŸ‡®ðŸ‡ª with #UnitedAirlines
From Chicago (ORD), Washington DC (DCA) and Newark (EWR) nonstop service to #Dublin (DUB) ðŸ€ ðŸ’°ðŸŒˆâ˜˜ï¸ @united @brendaybarra @AOSafetyUAL #TeamUASLP https://t.co/mN8K3Iveiw"
764,2022-03-17,"#UnitedAirlines has me confused by one of their latest tweets. It is St Pattys or St Paddys?

#StPatricksDay #stpattysday #thursdaythoughts"
765,2022-03-17,Especially in the airline industry! #UnitedAirlines https://t.co/WBVt1iJzwU
766,2022-03-17,"UNITED AIRLINES HOLDINGS INC: We entered a 2022-03-18 put, $41.50 strike, at 9:30 AM with a limit buy. We fully exited 14 minutes later by limit sale for a 82% profit.  #ual #aal #dal #ha #ba #unitedairlinesholdingsinc #unitedairlines #airline #travel #vacati https://t.co/yavC01Ej2M"
767,2022-03-17,"Wish to transfer your United Airlines MileagePlus miles to another person? The airline allows the transfer of up to 15,000 miles in a period of one year. Read our blog for a detailed guide on how to transfer United miles.
https://t.co/QY3A1WDfmR
#unitedairlines #unitedmileageplus https://t.co/KclESuCji0"
768,2022-03-17,"Anyone else ready for spring thunderstorms and severe weather?

ðŸ“¸: Josh H.

#unitedairlines #unitedtogether #beingunited #airplane #boeing737 #b737 #instaplane #travel #aviation #flightsim #p3d #msfs2020 #xplane11 #fsx #planespotting #flying #pilot #vatsim #flightsim https://t.co/BdBPCVhFrv"
769,2022-03-17,"Is United MileagePlus worth it? The value of each MileagePlus mile earned is roughly 1.2 cents. Read our guide on United MileagePlus to know how to earn, redeem, and transfer miles. 
https://t.co/LzNBK4wQMl
#united #unitedairlines #unitedmilageplus   #unitedmiles https://t.co/zmyDwxLoaF"
770,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
771,2022-03-17,"RT @skygoflycom: United to Cut 17 Routes and One U.S. City, Boeing Ends Support for Russian Carriers â€“ SGF News https://t.co/C86eXcmDtR #unâ€¦"
772,2022-03-17,"United to Cut 17 Routes and One U.S. City, Boeing Ends Support for Russian Carriers â€“ SGF News https://t.co/C86eXcmDtR #unitedairlines https://t.co/qYxic4gvB4"
773,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
774,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
775,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
776,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
777,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
778,2022-03-17,RT @KPAE_Spotter: #UnitedAirlines #Boeing 787-9 in from ORD #UA2242 on 24R. &lt;meow&gt; #avgeek #airplanespotting #planespotting #flylax #aviatiâ€¦
779,2022-03-17,#AmericanExpress a 2-4-1 voucher with #Avious is not worth anything come to the UK #UnitedAirlines #Chase credit card we are all waiting for your #Airmiles
780,2022-03-17,"@united @united why arenâ€™t u guys showing any sense of urgency! Pls have my concern investigated &amp; process our two refunds ($500 each). I will be constrained to escalate to DOT if u guys just donâ€™t take this up soon - matter has been dragging for over 3 weeks!
#unitedAirlines #service"
781,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
782,2022-03-17,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
783,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
784,2022-03-17,MHT Celebration! #BeingUnited #WeAreUnited #MHT #UnitedAirlines https://t.co/FzuV1wQDLv
785,2022-03-17,FINALLY  ==  #UnitedAirlines allows #unvaccinated employees to return to work - https://t.co/RPZZXDfKXO
786,2022-03-17,Gutless @United will let unvaccinated employees return to jobs - https://t.co/6KJNagirz0 Glad I will be home before March 28th. I won't be flying #UnitedAirlines any time in the future. #Aviation
787,2022-03-17,"ICAO: A56661
Flt: UAL1726 #UnitedAirlines
First seen: 2022/03/16 21:13:50
Min Alt: 600 ft MSL
Min Dist: 2.7 nm

#planefence #adsb - docker:kx1t/planefence
https://t.co/zVq6FYgwiv https://t.co/zxXD1ltGJK"
788,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
789,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
790,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
791,2022-03-17,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
792,2022-03-17,United Airlines A319-131 reg. N830UA turning onto runway 35R at Calgary International for departure to Denver. #yyc #avgeek #aviationlovers #aviationphotography #planespotting #planespotter #airbus #unitedairlines https://t.co/dX9VCajQq7
793,2022-03-16,"#unitedAIRLINES  I was flying from San Francisco to Houston with no bags, yesterday, denied  me checkin online, I was at the desk 35 min. Before takeoff and the lady said I could not fly and had to rebook me cuz I wasn't there 45 min. Prior.  Ur site says 30 min prior? WTH"
794,2022-03-16,"I wonder if anyone is stupid enough to forget what they did and be a customer?

#UnitedAirlines https://t.co/hkfbqWBRVe"
795,2022-03-16,Denver AirPort âœˆï¸ #unitedAIRLINES https://t.co/KDxrcLAPhf
796,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
797,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
798,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
799,2022-03-16,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
800,2022-03-16,"Next Thursday we're having out 10th Birthday Celebration on Discord at 7 PM CDT! Everyone is welcome! Join us for a great night of celebrating! âœˆï¸ ðŸ˜ƒ

#airplane #airbus #a320 #msfs2020 #fsx #p3d #unitedairlines #beingunited #unitedtogether #travel #avgeek #pilot https://t.co/WxyTxAmRMZ"
801,2022-03-16,@united I have to disagree. Moon over Utah seems much better from 3F #windowseat #unitedAIRLINES https://t.co/9nVXiyiYau
802,2022-03-16,"@united Are you still sure, you and the United Club staff you pretend to have called, that I won't get access to the 3 lounges of my trip, using my ""Trip Pass"" (paid 90$) ?? #united #unitedairlines #unitedclub #travel #aviation https://t.co/pJ9hP08xxH"
803,2022-03-16,"The Evoblue looks best on the 319. Don't @ me.

âœˆï¸N879UA operated by @united taxiing at @denairport while the new c gates are coming up

#airbuslovers #airbus #airbus319 #airbusa319 #a319 #unitedairlines #myunitedjourney #united #ua #aviationphotography â€¦ https://t.co/UpjQm5T89Z https://t.co/ybibFuJzyG"
804,2022-03-16,#UnitedAirlines #Boeing 787-9 in from ORD #UA2242 on 24R. &lt;meow&gt; #avgeek #airplanespotting #planespotting #flylax #aviationdaily #b787 https://t.co/I6vAU4fC4o
805,2022-03-16,@united Whyyyyy is it so difficult to get someone in customer service that can do their job ??? #UnitedAirlines
806,2022-03-16,#BritishAirways #AmericanAirlines #unitedAIRLINES and #USairways  websites are all down. #wtf
807,2022-03-16,".@united, I chose seat @ booking, was later taken away with no notice. Now to guarantee seat we have to upgrade/pay. This has been happening w. #UnitedAirlines lately. Feels like a scam. U say you'll assign seat @ gate, but worried w. get kicked off if full flight &amp; have no seat"
808,2022-03-16,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
809,2022-03-16,"RT @KeelyF9: A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedaâ€¦"
810,2022-03-16,"Did I miss my flight to Chicagoâ€¦yes.  On the plus side, I now get to eat lunch right by my gate and we have new content for TikTok starting next week!  WHEEEEEE  #unitedairlines #vacation #twitchstreamer #smallsteamer #SmallStreamersConnectRT #DuaLipa"
811,2022-03-16,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
812,2022-03-16,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
813,2022-03-16,"Corporate venture investors boost climate-tech spending #generalmotors #startups #UnitedAirlines https://t.co/7bUaLx2FDB
https://t.co/4JGgujJfA8"
814,2022-03-16,"@PeteSouza @UnitedAirlines UALâ€™s CS hasnâ€™t been able to â€œhelpâ€ for yearsâ€¦ 

We used @United miles to fly nonstop from ORD to DFW on 12/26. Except it turned out to be UAL-IAH-DAL on 12/28. UAL #CS: zero assistance! 

Why exactly do we have their credit card and fly #UnitedAirlines?"
815,2022-03-16,RT @diecastryan: A full house in Newark! #newark #unitedairlines #boeing777 #airplane #aviationphotography #nikond850 #aerialphotography htâ€¦
816,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
817,2022-03-16,"#UAL906 (B789): #FRA (Frankfurt am Main) to #ORD (Chicago, IL). 0.0 mi away @ 36000 ft, heading NW @ 499.0kts / time 14:00:09 #UnitedAirlines #WayTheHeckUpThere #FlyingFast #Venhuizen #RaspberryPi #ADSB #dump1090 https://t.co/TygfFcP9y0"
818,2022-03-16,"ICAO: #A254F7
Flt: #UAL906 #UnitedAirlines
First seen: 2022/03/16 13:33:09
Min Alt: 11225 ft MSL
Min Dist: 1.62 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/2VaA3KpZFz https://t.co/1Y7luPzNCy"
819,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
820,2022-03-16,Oh wait @united plus the 90 minutes from Bangor - Newark. That will be 8.5 hours for a plane full of youth and seniors WITHOUT FOOD AND WATER. Seriously. Do something. #United #UnitedAirlines #UA802 https://t.co/UALvpUFkuX
821,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
822,2022-03-16,"RT @librarian_ra: Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcardâ€¦"
823,2022-03-16,"Widebody Wednesday - United Airlines 747SP Postcard.
.
.
#ephemera #airplane #avgeek #avgeeks #aviation #travel #postcards #postcard @AusterityAirli1 @airlineguys @united #B747sp #UnitedAirlines #SaulBass https://t.co/bE1oBdyoBu"
824,2022-03-16,"Visit https://t.co/FxNQQWmHQ6 to read more
AviationGhana 
#latestaviationstoriesinghana
#AviationGhana
#Aviationgh
#Aviation_gh
#Travels 
#Airlines 
#Tourism 
#ethiopianairline
#OurHistoryOurHeritage
#UnitedAirlines 
#CertifiedAfrica
#Africanheritage 
#US https://t.co/cWtrbotDvL"
825,2022-03-16,"Doctrine of Jesus - Day 3ðŸ†“ ðŸŽ»
https://t.co/MfgOcNuH5O

#COVID19 #TruthHurts #TRINITY #UnitedStates #UsaCubrebocas #USA #usagiæ’®å½±ä¼š #SaintLaurent #SaintRampalJiQuotes #UnitedKingdom #unitedAIRLINES #GreatEthiopianHomeComing #AfricaPrevails #africanart #AfricanMusic #GreatBritain https://t.co/FYkjfK7Wre"
826,2022-03-16,"Good morning ðŸŒ…ðŸ’º

ðŸ“¸: Sven J. never disappoints ðŸ˜ 

#unitedairlines #beingunited #airplane #morning #goodmorning #sunrise #planspotting #airbus #msfs2020 #xplane11 #fsx #p3d #airline #a320 #airbusa320 #avgeek #pilot #aviationgeek #flightsim #vatsim https://t.co/Hhy6nVDfBw"
827,2022-03-16,"ICAO: #A31A57
Flt: #UAL181 #UnitedAirlines
First seen: 2022/03/16 11:50:30
Min Alt: 11750 ft MSL
Min Dist: 2.25 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/b3UBFCAugh https://t.co/LdqPqejUBp"
828,2022-03-16,"ICAO: #A05629
Flt: #UAL988 #UnitedAirlines
First seen: 2022/03/16 11:38:23
Min Alt: 11350 ft MSL
Min Dist: 1.46 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/bf86l3pFce https://t.co/eHPthBszSt"
829,2022-03-16,"ICAO: A4CFD3
Flt: UAL216 #UnitedAirlines
First seen: 2022/03/16 06:16:28
Min Alt: 1725 ft MSL
Min Dist: 3.4 nm

#planefence #adsb - docker:kx1t/planefence
https://t.co/L4khD1dmnz https://t.co/xzqMVpyKxL"
830,2022-03-16,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
831,2022-03-16,RT @AlanSemsar: Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
832,2022-03-16,Airline Ticket Sales Exceed a 2019 Milestone for the First Time #analysisshows #unitedairlines #airlinerecovery #southwestairlines https://t.co/MBdsKxu07b
833,2022-03-16,Thank you @liana_caviness @weareunited always first class service #polaris #UnitedAirlines https://t.co/hy2GfgIVBf
834,2022-03-16,RT @theadatraveler: Anyone can tell me if a United Club Trip Pass gives access to the 3 lounges of a trip like MCO-IAH-DFW ? @united Twitteâ€¦
835,2022-03-16,"Anyone can tell me if a United Club Trip Pass gives access to the 3 lounges of a trip like MCO-IAH-DFW ? @united Twitter staff pretends that I would only get access to 1 lounge while the website shows this (see screen). What's your opinion ?

#travel #unitedairlines #aviation https://t.co/76CCmXsMGA"
836,2022-03-16,"""More than 2,000 @UnitedAirlines_  employees were granted religious or medical exemptions last year."" #unitedAIRLINES  
https://t.co/R2rhcj4JeV"
837,2022-03-16,"RT @jongardella: #Southwest, #UnitedAirlines cut thousands of spring flights over gas prices, staffing issues...

https://t.co/D8bZe2rFTx vâ€¦"
838,2022-03-16,"#Southwest, #UnitedAirlines cut thousands of spring flights over gas prices, staffing issues...

https://t.co/D8bZe2rFTx via @chron 

#TravelNews #Travel #Travelers"
839,2022-03-16,12 hours to get from Manchester to New York. Still no direct flights from #UnitedAirlines https://t.co/MKQFUgENVi
840,2022-03-15,RT @airwaysmagazine: How does an industry whose core business is flying people and goods across transnational borders help when crises ensuâ€¦
841,2022-03-15,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
842,2022-03-15,RT @airwaysmagazine: How does an industry whose core business is flying people and goods across transnational borders help when crises ensuâ€¦
843,2022-03-15,RT @airwaysmagazine: How does an industry whose core business is flying people and goods across transnational borders help when crises ensuâ€¦
844,2022-03-15,"How does an industry whose core business is flying people and goods across transnational borders help when crises ensue and airspaces are closed? #AmericanAirlines #UnitedAirlines #DeltaAirLines #WizzAir #ReliefEfforts #UkraineCrisis

https://t.co/ZCR336ap38 https://t.co/uwj7jKXyX9"
845,2022-03-15,Iâ€™m confused about my airline today. #americanair #unitedairlines #travelbloggers #Airline https://t.co/AxrVdYDagc
846,2022-03-15,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
847,2022-03-15,"RT @lammdogg: Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow bodyâ€¦"
848,2022-03-15,"Honestly, I could watch the @Boeing 737 Max9 take off all day. It's probably one of my favorite @united Airlines  narrow body aircraft to fly on, or capture flying ðŸ“¸âœˆï¸ðŸ’™

 #aircraft #boeing #boeing #airlines #unitedairlines #travel #travelindustry #737max https://t.co/gqTUgNu7PF"
849,2022-03-15,"Airlines raise revenue outlook as travel demand bounces back faster than expected https://t.co/jGGMAENCJ4 

#UnitedAirlines  #DeltaAirlines  #SouthwestAirlines"
850,2022-03-15,I was just hung up on by â€œShawnâ€ at @UnitedAirlines_ ! They no longer fly to the airport I wanted to go to so Iâ€™m trying to change my ticket and now they want to charge me 400 additional dollars because they messed me over? #unitedairlines
851,2022-03-15,"The Time to Travel is coming...
https://t.co/RhmqR9wWux

#travels #travelswithyourDog #Dogtravels #Dog #Doglife #dogfriendly #bringfido #discovery #nationalgeographic #pettravel #globalpetesxpo #americanairlines #tripswithpets #travelingwithpet  #deltaairlines #unitedairlines"
852,2022-03-15,"RT @true_BroncosFan: So now we finally landed after an hour delay, the bridge is not ready for us to get off ! You canâ€™t make this shit upâ€¦"
853,2022-03-15,"U.S. airlines are trading up on Tuesday: find out why.
#SouthwestAirlines #AmericanAirlines #DeltaAirLines #StockMarketNews #UnitedAirlines #PandemicRecovery #AirTravel #JetFuelPrices
https://t.co/5I7R8g6pEy https://t.co/eZIraKZNvQ"
854,2022-03-15,Major U.S. Airline Will Let Unvaccinated Employees Come Back to Work This Month https://t.co/DH11w42ICb - The policy change is particularly noteworthy given the airline's previously strict stance  #UnitedAirlines
855,2022-03-15,"RT @KeelyF9: A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedaâ€¦"
856,2022-03-15,@ABTAtravel I was denied boarding as a temp passport doesnâ€™t qualify for an ESTA. I was only changing planes and had a letter from my fathers consultant to say he was going to die. I had to purchase a band new flight and only got Â£130 fuel charge refunded by #unitedairlines
857,2022-03-15,"Touchdown, and weâ€™re HERE! âœˆï¸ðŸ‘ðŸ™Œ

#airline #avgeek #aviation #boeing #boeing787 #beingunited #planespotter #msfs2020 #p3d #pilot #unitedairlines #vatsim #xplane #xplane11 #instaplane #instagram #instadaily #dailyplanepics #landing #runway #virtualua #virtualairline #flightsim https://t.co/QFE8Ii8Bva"
858,2022-03-15,"RT @KeelyF9: A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedaâ€¦"
859,2022-03-15,"RT @KeelyF9: A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedaâ€¦"
860,2022-03-15,"RT @KeelyF9: A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedaâ€¦"
861,2022-03-15,"A United Airlines 737-800 takes off from MSO to Denver against a gorgeous backdrop of Missoulaâ€™s mountains 
*
#united #unitedairlines #commercialaviation #a737800  #boeing737 #n37263 #aviationphotography #flymissoula #mso #montana #missoula #mountainflying #nikon #veteranartist https://t.co/WClvBKOOLp"
862,2022-03-15,"ICAO: #A11BA0
Flt: #UAL961 #UnitedAirlines
First seen: 2022/03/15 12:13:37
Min Alt: 11075 ft MSL
Min Dist: 1.97 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/AGGYN3IOJq https://t.co/RsgKYUD4mB"
863,2022-03-15,"RT @EXYUaviation: #AirSerbia, #Air ransat and #UnitedAirlines to maintain long haul flights from the former Yugoslavia this summer 
https:/â€¦"
864,2022-03-15,"#AirSerbia, #Air ransat and #UnitedAirlines to maintain long haul flights from the former Yugoslavia this summer 
https://t.co/PImp02FGhL"
865,2022-03-15,"ICAO: #A05648
Flt: #UAL988 #UnitedAirlines
First seen: 2022/03/15 11:48:00
Min Alt: 9525 ft MSL
Min Dist: 1.86 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/nswk6ztUgE https://t.co/ln6gQKnjML"
866,2022-03-15,"United BIG 7 ðŸ’ª
â€¢ â€¢
United Airlines ðŸ‡ºðŸ‡²
Boeing 777-300ER
N2535U
5.1 Years
LAX-NRT

#unitedAIRLINES #Boeing #boeing777 #AvGeek #avgeeks #aviationdaily #aviation https://t.co/cRWwWKj3Yy"
867,2022-03-15,"@united @united I have been very patient for over 3 weeks! Pls expedite. Today is World Consumer Rights Day â€” so, I do hope your team will show some responsiveness and process our refunds!
#WorldConsumerRightsDay #unitedairlines"
868,2022-03-15,"$UAL  8-K  United Airlines   (15 Mar, 6:07am)

ðŸ“° Regulation FD Disclosure; Financial Statements and Exhibits

https://t.co/XSrKSD7vuM

#UAL #8K #UnitedAirlines #News"
869,2022-03-15,"$UAL  8-K  United Airlines   (15 Mar, 6:07am)

ðŸ“° Regulation FD Disclosure; Financial Statements and Exhibits

https://t.co/CRs0M3wPfp

#UAL #8K #UnitedAirlines #News"
870,2022-03-15,"Where is #AmericanAirlines airlines, #jetblue, #unitedAIRLINES, #DeltaAirlines to provide free one way flight to Ukraine join the volunteers to fight war"
871,2022-03-15,"What travel quote do you live by?
#travel #travelquote #traveling #cityscape #explorer #airtravel #worldtravel #travelersjournal #travelgoals #lifestyle #travelerslife #wanderlust #NYC #USA #unitedairlines #faresmatch #cheaptickets #flighttickets #ticketsbooking https://t.co/fn9R5QfCHL"
872,2022-03-15,"""#UnitedAirlines is focused on deploying 
#SustainableAviationFuel (#SAF). #SAFisMadeFrom a #VarietyOfFeedstocks including #UsedCookingOils, #CropResidues, #MunicipalWaste&amp; Even #CarbonCaptured #FromTheAir""
https://t.co/BidFoGJe6O"
873,2022-03-15,@nypost #UnitedAirlines sub par pilots pick for color not for skill. #disaster waiting to happen #Putin can keep them all
874,2022-03-15,"@united I have been very patient for over 3 weeks! Pls expedite. Today is World Consumer Rights Day â€” so, I do hope your team will show some responsiveness and process our refunds!
#WorldConsumerRightsDay #unitedairlines"
875,2022-03-15,@UnitedAirlines_ flight 300 travelers have been waiting for  45 min for baggage. Blocked bags and no technicians. Heck of a way to  a trip!! #UnitedAirlines
876,2022-03-15,"ICAO: A4C0F7
Flt: UAL1726 #UnitedAirlines
First seen: 2022/03/14 21:28:08
Min Alt: 550 ft MSL
Min Dist: 2.7 nm

#planefence #adsb - docker:kx1t/planefence
https://t.co/eDE1kMIYnp https://t.co/p6EzJXzCZp"
877,2022-03-15,"@moodycreek @IAmNickReynolds Shoutout to #UnitedAirlines tho, who sat on the Philly tarmac for 2 hours (for no reasons explained), then 40 feet above the runway at DIA pulled up &amp; aborted the landing â€” bc there was a breeze. We circled around &amp; finally stuck it, and missed the evening connection to Casper."
